Individual,Chromosome,AA_Length,AB_Length,BB_Length
indiv2476,Chr16,13913549,0,0
indiv2476,Chr17,0,16513729,0
indiv2476,Chr18,0,15529774,0
indiv2476,Chr19,14565517,175572,0
indiv2476,Chr2,46478,8314530,0
indiv2476,Chr20,11555926,378063,0
indiv2476,Chr21,15010505,0,0
indiv2476,Chr22,18439758,0,0
indiv2476,Chr23,21296004,0,0
indiv2476,Chr24,16717462,0,0
indiv2476,Chr25,14018372,0,0
indiv2476,Chr26,92005,10819824,0
indiv2476,Chr27,10104254,602440,0
indiv2476,Chr28,10410896,133521,0
indiv2476,Chr3,8849992,6225736,0
indiv2476,Chr4,3096240,15515278,0
indiv2476,Chr5,15047928,3920261,0
indiv2476,Chr6,923451,15535925,0
indiv2476,Chr7,12289810,1579586,0
indiv2476,Chr8,15514814,615342,0
indiv2476,Chr9,425669,16322022,0
indiv2479,Chr1,5725328,14538900,0
indiv2479,Chr10,0,17400260,0
indiv2479,Chr11,1862378,18529640,0
indiv2479,Chr12,17473571,0,0
indiv2479,Chr13,6615919,10922790,0
indiv2479,Chr14,4413664,8882736,0
indiv2479,Chr15,4649764,13694315,0
indiv2479,Chr16,12250946,2021648,0
indiv2479,Chr17,0,16030378,0
indiv2479,Chr18,5224744,10247222,0
indiv2479,Chr19,12713925,1419230,0
indiv2479,Chr2,8361008,0,0
indiv2479,Chr20,9103114,2932709,0
indiv2479,Chr21,224762,15010505,0
indiv2479,Chr22,6306769,12133283,0
indiv2479,Chr23,15923065,5372939,0
indiv2479,Chr24,6912899,8699627,0
indiv2479,Chr25,13873000,145331,0
indiv2479,Chr26,3140733,7940886,0
indiv2479,Chr27,979270,9878293,0
indiv2479,Chr28,0,10544951,0
indiv2479,Chr3,11907615,3165664,0
indiv2479,Chr4,16742456,1907296,0
indiv2479,Chr5,18155548,841133,0
indiv2479,Chr6,492802,16024100,0
indiv2479,Chr7,5232676,8615694,0
indiv2479,Chr8,3591553,12538754,0
indiv2479,Chr9,2751249,13972920,0
indiv2482,Chr1,0,0,20284127
indiv2482,Chr10,0,17400020,0
indiv2482,Chr11,20103575,289032,0
indiv2482,Chr12,13351223,4122165,0
indiv2482,Chr13,17613001,0,0
indiv2482,Chr14,10194288,3063180,0
indiv2482,Chr15,6422895,11920125,0
indiv2482,Chr16,14148636,124737,0
indiv2482,Chr17,15689817,1094142,0
indiv2482,Chr18,5725060,9770956,0
indiv2482,Chr19,12578891,2088170,0
indiv2482,Chr2,43776,8315190,0
indiv2482,Chr20,1018876,11239411,0
indiv2482,Chr21,3727980,11507760,0
indiv2482,Chr22,8811365,9549601,0
indiv2482,Chr23,1734835,19540369,0
indiv2482,Chr24,17160186,0,0
indiv2482,Chr25,145331,13873025,0
indiv2482,Chr26,11344520,92048,0
indiv2482,Chr27,10879794,0,0
indiv2482,Chr28,133521,10411430,0
indiv2482,Chr3,6837029,8330515,0
indiv2482,Chr4,13872843,4780296,0
indiv2482,Chr5,18155548,841133,0
indiv2482,Chr6,16516150,0,0
indiv2482,Chr7,505998,13363427,0
indiv2482,Chr8,11320841,4809466,0
indiv2482,Chr9,13584201,2559109,0
indiv2483,Chr1,2858839,0,17348988
indiv2483,Chr10,0,16405121,0
indiv2483,Chr11,0,20103575,0
indiv2483,Chr12,2222951,15250437,0
indiv2483,Chr13,11172074,6407128,0
indiv2483,Chr14,2995226,10298745,0
indiv2483,Chr15,12727924,5615096,0
indiv2483,Chr16,14274141,0,0
indiv2483,Chr17,16803350,0,0
indiv2483,Chr18,9878016,5629703,0
indiv2483,Chr19,14565517,175572,0
indiv2483,Chr2,46478,8314530,0
indiv2483,Chr20,0,12328736,0
indiv2483,Chr21,14172245,1014309,0
indiv2483,Chr22,15514982,2925852,0
indiv2483,Chr23,15090863,5828216,0
indiv2483,Chr24,17160186,0,0
indiv2483,Chr25,14018372,0,0
indiv2483,Chr26,92048,11344957,0
indiv2483,Chr27,5302392,5557525,0
indiv2483,Chr28,9397973,1145831,0
indiv2483,Chr3,709499,14457609,0
indiv2483,Chr4,8784704,9867073,0
indiv2483,Chr5,18996659,0,0
indiv2483,Chr6,9710006,6378814,0
indiv2483,Chr7,505969,13364640,0
indiv2483,Chr8,0,16130362,0
indiv2483,Chr9,13852254,2556646,0
indiv2484,Chr1,19782465,0,702045
indiv2484,Chr10,15357003,2043257,0
indiv2484,Chr11,289032,20103575,0
indiv2484,Chr12,17167913,305658,0
indiv2484,Chr13,14408511,3204573,0
indiv2484,Chr14,11416258,1878705,0
indiv2484,Chr15,0,18033942,0
indiv2484,Chr16,13705826,124737,0
indiv2484,Chr17,289621,16513729,0
indiv2484,Chr18,14685949,843781,0
indiv2484,Chr19,14741089,0,0
indiv2484,Chr2,43776,8315190,0
indiv2484,Chr20,9201639,3104705,0
indiv2484,Chr21,12381244,2777576,0
indiv2484,Chr22,478370,17961682,0
indiv2484,Chr23,14617480,6633515,0
indiv2484,Chr24,17252685,0,0
indiv2484,Chr25,14018372,0,0
indiv2484,Chr26,92048,11344520,0
indiv2484,Chr27,4324332,6360076,0
indiv2484,Chr28,4248490,6164119,0
indiv2484,Chr3,709499,14457609,0
indiv2484,Chr4,18433046,220093,0
indiv2484,Chr5,841172,18155556,0
indiv2484,Chr6,2150291,14347139,0
indiv2484,Chr7,4416135,9453261,0
indiv2484,Chr8,9457819,6585791,0
indiv2484,Chr9,425669,16316713,0
indiv2485,Chr1,9860875,0,10243412
indiv2485,Chr10,16382659,0,0
indiv2485,Chr11,11152577,8941519,0
indiv2485,Chr12,17167913,305658,0
indiv2485,Chr13,16186352,1394823,0
indiv2485,Chr14,5864219,7383881,0
indiv2485,Chr15,2563434,15743805,0
indiv2485,Chr16,14148636,124737,0
indiv2485,Chr17,289621,16513957,0
indiv2485,Chr18,0,15529883,0
indiv2485,Chr19,14565517,175572,0
indiv2485,Chr2,8358306,0,0
indiv2485,Chr20,12328710,0,0
indiv2485,Chr21,226372,15010505,0
indiv2485,Chr22,0,18439758,0
indiv2485,Chr23,14765630,6161073,0
indiv2485,Chr24,16734913,0,0
indiv2485,Chr25,1217638,12655362,0
indiv2485,Chr26,11344520,92048,0
indiv2485,Chr27,10879511,0,0
indiv2485,Chr28,133521,10410896,0
indiv2485,Chr3,14457609,710061,0
indiv2485,Chr4,220534,18433383,0
indiv2485,Chr5,17274738,841133,0
indiv2485,Chr6,0,16024100,0
indiv2485,Chr7,13363427,505969,0
indiv2485,Chr8,88254,15514869,0
indiv2485,Chr9,4354419,11583285,0
indiv2486,Chr1,0,20284127,0
indiv2486,Chr10,6075167,11324853,0
indiv2486,Chr11,0,20316576,0
indiv2486,Chr12,0,17473388,0
indiv2486,Chr13,10979893,6600958,0
indiv2486,Chr14,8794857,4413664,0
indiv2486,Chr15,3239292,15065048,0
indiv2486,Chr16,0,14272594,0
indiv2486,Chr17,6243118,10518046,0
indiv2486,Chr18,15529621,0,0
indiv2486,Chr19,9518364,5109214,0
indiv2486,Chr2,1658228,6655148,0
indiv2486,Chr20,2462323,9866387,0
indiv2486,Chr21,819926,14394217,0
indiv2486,Chr22,1105610,17334442,0
indiv2486,Chr23,21296004,0,0
indiv2486,Chr24,14146944,1164980,0
indiv2486,Chr25,3345011,10673386,0
indiv2486,Chr26,10579166,0,0
indiv2486,Chr27,10706933,0,0
indiv2486,Chr28,8413553,2071207,0
indiv2486,Chr3,15167670,0,0
indiv2486,Chr4,18653580,0,0
indiv2486,Chr5,14920380,4076348,0
indiv2486,Chr6,6871430,9399270,0
indiv2486,Chr7,934990,12851445,0
indiv2486,Chr8,615342,15508989,0
indiv2486,Chr9,4927567,11814815,0
indiv2487,Chr1,20284127,0,0
indiv2487,Chr10,0,17400260,0
indiv2487,Chr11,0,20393755,0
indiv2487,Chr12,8195710,9246038,0
indiv2487,Chr13,17613001,0,0
indiv2487,Chr14,2683259,9828381,0
indiv2487,Chr15,0,17644814,0
indiv2487,Chr16,13518444,0,0
indiv2487,Chr17,5359616,11444427,0
indiv2487,Chr18,843781,14686102,0
indiv2487,Chr19,14565517,175572,0
indiv2487,Chr2,43776,8314530,0
indiv2487,Chr20,0,12329119,0
indiv2487,Chr21,15010505,224762,0
indiv2487,Chr22,479152,17961682,0
indiv2487,Chr23,4028553,17267703,0
indiv2487,Chr24,0,17244282,0
indiv2487,Chr25,13873000,145331,0
indiv2487,Chr26,92048,11344520,0
indiv2487,Chr27,0,10465484,0
indiv2487,Chr28,0,10544417,0
indiv2487,Chr3,2244179,12838544,0
indiv2487,Chr4,15623897,3029683,0
indiv2487,Chr5,16082453,2901617,0
indiv2487,Chr6,492802,16024163,0
indiv2487,Chr7,0,13869396,0
indiv2487,Chr8,15514869,615493,0
indiv2487,Chr9,14640793,2028650,0
indiv2488,Chr1,0,0,20284127
indiv2488,Chr10,1688503,15711517,0
indiv2488,Chr11,2909741,17482277,0
indiv2488,Chr12,0,17473388,0
indiv2488,Chr13,8937455,8624684,0
indiv2488,Chr14,2683259,10611704,0
indiv2488,Chr15,0,18344079,0
indiv2488,Chr16,11612092,2640655,0
indiv2488,Chr17,10560535,6215519,0
indiv2488,Chr18,14685949,843672,0
indiv2488,Chr19,14741089,0,0
indiv2488,Chr2,46478,7802620,0
indiv2488,Chr20,11950647,0,0
indiv2488,Chr21,224762,15010505,0
indiv2488,Chr22,0,18439758,0
indiv2488,Chr23,0,21271162,0
indiv2488,Chr24,16611148,0,0
indiv2488,Chr25,0,13873025,0
indiv2488,Chr26,0,11436962,0
indiv2488,Chr27,5361045,5494779,0
indiv2488,Chr28,0,10544417,0
indiv2488,Chr3,3352653,11814455,0
indiv2488,Chr4,0,17501967,0
indiv2488,Chr5,0,18996651,0
indiv2488,Chr6,0,16516965,0
indiv2488,Chr7,13363427,505998,0
indiv2488,Chr8,16130156,0,0
indiv2488,Chr9,14458033,2249220,0
indiv2491,Chr1,6655927,0,13497868
indiv2491,Chr10,0,17400020,0
indiv2491,Chr11,0,20392018,0
indiv2491,Chr12,9916963,7557552,0
indiv2491,Chr13,8078721,9399283,0
indiv2491,Chr14,7743315,5551786,0
indiv2491,Chr15,17643958,699062,0
indiv2491,Chr16,12280731,1873096,0
indiv2491,Chr17,0,16059356,0
indiv2491,Chr18,10928689,3749353,0
indiv2491,Chr19,14565517,175572,0
indiv2491,Chr2,7793847,0,0
indiv2491,Chr20,10748410,1580709,0
indiv2491,Chr21,3117964,12017170,0
indiv2491,Chr22,479152,17961682,0
indiv2491,Chr23,0,21296004,0
indiv2491,Chr24,0,17253891,0
indiv2491,Chr25,13873000,145331,0
indiv2491,Chr26,7090895,2367938,0
indiv2491,Chr27,10879794,0,0
indiv2491,Chr28,133521,10410896,0
indiv2491,Chr3,0,15167108,0
indiv2491,Chr4,18433046,220534,0
indiv2491,Chr5,18996681,0,0
indiv2491,Chr6,4434038,12081191,0
indiv2491,Chr7,13869396,0,0
indiv2491,Chr8,14186896,1943260,0
indiv2491,Chr9,16742382,0,0
indiv2493,Chr1,5152406,0,15037102
indiv2493,Chr10,1921342,15478678,0
indiv2493,Chr11,15663992,4678311,0
indiv2493,Chr12,8176612,9208553,0
indiv2493,Chr13,4378047,12849872,0
indiv2493,Chr14,10146027,3130508,0
indiv2493,Chr15,7906795,10433657,0
indiv2493,Chr16,123958,14148636,0
indiv2493,Chr17,2172447,14540692,0
indiv2493,Chr18,14685949,843672,0
indiv2493,Chr19,175572,14565517,0
indiv2493,Chr2,0,7736517,0
indiv2493,Chr20,11950647,0,0
indiv2493,Chr21,224762,15010505,0
indiv2493,Chr22,0,18439758,0
indiv2493,Chr23,0,21281054,0
indiv2493,Chr24,0,17160186,0
indiv2493,Chr25,9621112,4318508,0
indiv2493,Chr26,3451208,6214668,0
indiv2493,Chr27,10706694,172817,0
indiv2493,Chr28,133521,10410896,0
indiv2493,Chr3,14457609,710061,0
indiv2493,Chr4,8111356,10541783,0
indiv2493,Chr5,18155548,841133,0
indiv2493,Chr6,16516150,0,0
indiv2493,Chr7,13869396,0,0
indiv2493,Chr8,615342,15514814,0
indiv2493,Chr9,16316713,425669,0
indiv2494,Chr1,20284127,0,0
indiv2494,Chr10,17400020,0,0
indiv2494,Chr11,14223759,6145604,0
indiv2494,Chr12,0,17474515,0
indiv2494,Chr13,17303752,309249,0
indiv2494,Chr14,10059958,3236442,0
indiv2494,Chr15,699062,17644814,0
indiv2494,Chr16,14148636,123958,0
indiv2494,Chr17,16803815,0,0
indiv2494,Chr18,15529621,0,0
indiv2494,Chr19,175572,14565517,0
indiv2494,Chr2,0,8358306,0
indiv2494,Chr20,0,12328736,0
indiv2494,Chr21,6214897,8966408,0
indiv2494,Chr22,18439758,0,0
indiv2494,Chr23,12680324,8305221,0
indiv2494,Chr24,13767725,3439292,0
indiv2494,Chr25,14018372,0,0
indiv2494,Chr26,8767625,729524,0
indiv2494,Chr27,1152370,9727424,0
indiv2494,Chr28,10410896,133521,0
indiv2494,Chr3,15167108,0,0
indiv2494,Chr4,220534,18433383,0
indiv2494,Chr5,4237231,14727427,0
indiv2494,Chr6,9443927,7065773,0
indiv2494,Chr7,505969,13364640,0
indiv2494,Chr8,15514869,615342,0
indiv2494,Chr9,13039927,3671059,0
indiv2496,Chr1,14361903,6202430,0
indiv2496,Chr10,16645263,0,0
indiv2496,Chr11,18529640,1744511,0
indiv2496,Chr12,0,17473388,0
indiv2496,Chr13,17303752,309249,0
indiv2496,Chr14,6364290,6815716,0
indiv2496,Chr15,8763297,9579723,0
indiv2496,Chr16,3591451,10560254,0
indiv2496,Chr17,16803350,0,0
indiv2496,Chr18,843672,14685949,0
indiv2496,Chr19,14565396,175572,0
indiv2496,Chr2,8242202,0,0
indiv2496,Chr20,378063,11950647,0
indiv2496,Chr21,15010505,224762,0
indiv2496,Chr22,18439758,0,0
indiv2496,Chr23,338738,20957266,0
indiv2496,Chr24,17128049,84675,0
indiv2496,Chr25,6300806,7208317,0
indiv2496,Chr26,0,11436568,0
indiv2496,Chr27,10706694,172817,0
indiv2496,Chr28,3415585,7005409,0
indiv2496,Chr3,15167108,0,0
indiv2496,Chr4,13946654,4536307,0
indiv2496,Chr5,14079208,4917443,0
indiv2496,Chr6,9705869,6378814,0
indiv2496,Chr7,9959259,3910166,0
indiv2496,Chr8,9617348,6512808,0
indiv2496,Chr9,16742382,0,0
indiv2497,Chr1,20564333,0,0
indiv2497,Chr10,11935612,5595747,0
indiv2497,Chr11,0,20392018,0
indiv2497,Chr12,0,17474332,0
indiv2497,Chr13,17303835,309249,0
indiv2497,Chr14,2683259,10611704,0
indiv2497,Chr15,0,18343223,0
indiv2497,Chr16,3938463,10334131,0
indiv2497,Chr17,16513729,289621,0
indiv2497,Chr18,8090686,7417046,0
indiv2497,Chr19,0,14741520,0
indiv2497,Chr2,3582666,4714109,0
indiv2497,Chr20,0,11484503,0
indiv2497,Chr21,15010505,473,0
indiv2497,Chr22,18440540,0,0
indiv2497,Chr23,21296004,0,0
indiv2497,Chr24,17253891,0,0
indiv2497,Chr25,14018372,0,0
indiv2497,Chr26,10474272,0,0
indiv2497,Chr27,173100,10706933,0
indiv2497,Chr28,6398812,4146328,0
indiv2497,Chr3,4717272,10429549,0
indiv2497,Chr4,6309486,12344094,0
indiv2497,Chr5,18155548,841133,0
indiv2497,Chr6,492050,16024163,0
indiv2497,Chr7,13363427,505969,0
indiv2497,Chr8,615342,15514869,0
indiv2497,Chr9,13402905,3339477,0
indiv2499,Chr1,8584721,0,11578171
indiv2499,Chr10,0,17400020,0
indiv2499,Chr11,15425264,4943272,0
indiv2499,Chr12,0,17473388,0
indiv2499,Chr13,14097316,3515768,0
indiv2499,Chr14,2683964,10611704,0
indiv2499,Chr15,17643958,699062,0
indiv2499,Chr16,14273373,0,0
indiv2499,Chr17,16803350,0,0
indiv2499,Chr18,843781,14686102,0
indiv2499,Chr19,14565517,175685,0
indiv2499,Chr2,7853629,0,0
indiv2499,Chr20,5855784,6452605,0
indiv2499,Chr21,224762,15010505,0
indiv2499,Chr22,0,17504844,0
indiv2499,Chr23,5348755,15603028,0
indiv2499,Chr24,0,17254573,0
indiv2499,Chr25,13873000,145331,0
indiv2499,Chr26,11436525,0,0
indiv2499,Chr27,4919681,5899719,0
indiv2499,Chr28,10410896,133521,0
indiv2499,Chr3,8814566,6348901,0
indiv2499,Chr4,12614891,6038248,0
indiv2499,Chr5,14079208,4917512,0
indiv2499,Chr6,16516150,0,0
indiv2499,Chr7,7899966,5969430,0
indiv2499,Chr8,16130307,0,0
indiv2499,Chr9,16742382,0,0
indiv2500,Chr1,20284127,0,0
indiv2500,Chr10,17551530,0,0
indiv2500,Chr11,18748537,1601565,0
indiv2500,Chr12,14944962,2528426,0
indiv2500,Chr13,309249,17303835,0
indiv2500,Chr14,0,13296400,0
indiv2500,Chr15,17643958,699062,0
indiv2500,Chr16,13496314,0,0
indiv2500,Chr17,9118572,7395157,0
indiv2500,Chr18,15529621,0,0
indiv2500,Chr19,12110836,2617257,0
indiv2500,Chr2,43776,8315190,0
indiv2500,Chr20,11950647,378063,0
indiv2500,Chr21,15235267,0,0
indiv2500,Chr22,15075206,3337138,0
indiv2500,Chr23,338738,20957621,0
indiv2500,Chr24,13875028,3311425,0
indiv2500,Chr25,13873000,145331,0
indiv2500,Chr26,8990431,2446094,0
indiv2500,Chr27,0,10880033,0
indiv2500,Chr28,0,10544951,0
indiv2500,Chr3,0,15167108,0
indiv2500,Chr4,15136938,2720372,0
indiv2500,Chr5,0,18996681,0
indiv2500,Chr6,13810514,2682727,0
indiv2500,Chr7,0,13869396,0
indiv2500,Chr8,15514814,615342,0
indiv2500,Chr9,16742382,0,0
indiv2501,Chr1,0,20564333,0
indiv2501,Chr10,17400020,151510,0
indiv2501,Chr11,288443,20103575,0
indiv2501,Chr12,17167913,305475,0
indiv2501,Chr13,17613001,0,0
indiv2501,Chr14,9179176,4081797,0
indiv2501,Chr15,18343020,0,0
indiv2501,Chr16,13496314,0,0
indiv2501,Chr17,1908784,14090726,0
indiv2501,Chr18,843781,14686102,0
indiv2501,Chr19,7919023,6822497,0
indiv2501,Chr2,1826993,6405266,0
indiv2501,Chr20,7600337,4696474,0
indiv2501,Chr21,0,15236877,0
indiv2501,Chr22,3336844,15075206,0
indiv2501,Chr23,9981228,11291584,0
indiv2501,Chr24,16611148,0,0
indiv2501,Chr25,1075729,12797271,0
indiv2501,Chr26,11344520,91675,0
indiv2501,Chr27,3858926,6984677,0
indiv2501,Chr28,8329077,2117566,0
indiv2501,Chr3,9874928,5292180,0
indiv2501,Chr4,18433046,220093,0
indiv2501,Chr5,7277442,11667713,0
indiv2501,Chr6,6379380,9705869,0
indiv2501,Chr7,0,13870609,0
indiv2501,Chr8,15514814,615342,0
indiv2501,Chr9,2655051,14064774,0
indiv2502,Chr1,18708996,1575131,0
indiv2502,Chr10,0,17551770,0
indiv2502,Chr11,0,20392018,0
indiv2502,Chr12,0,17474332,0
indiv2502,Chr13,16670307,309249,0
indiv2502,Chr14,0,10613141,0
indiv2502,Chr15,10658806,7661702,0
indiv2502,Chr16,14148636,123958,0
indiv2502,Chr17,16803350,0,0
indiv2502,Chr18,10246928,5224744,0
indiv2502,Chr19,11111463,3487355,0
indiv2502,Chr2,43776,7886550,0
indiv2502,Chr20,11950647,0,0
indiv2502,Chr21,224762,15010505,0
indiv2502,Chr22,16341816,1904078,0
indiv2502,Chr23,21296004,0,0
indiv2502,Chr24,17253891,0,0
indiv2502,Chr25,14018331,0,0
indiv2502,Chr26,4424846,5452137,0
indiv2502,Chr27,0,10880033,0
indiv2502,Chr28,8463971,2027341,0
indiv2502,Chr3,11815017,3346984,0
indiv2502,Chr4,220093,18433046,0
indiv2502,Chr5,0,18996689,0
indiv2502,Chr6,1776718,14700983,0
indiv2502,Chr7,13363427,505969,0
indiv2502,Chr8,615493,15514869,0
indiv2502,Chr9,0,16747691,0
indiv2503,Chr1,6712383,13534283,0
indiv2503,Chr10,1921342,15478678,0
indiv2503,Chr11,19417147,0,0
indiv2503,Chr12,305658,17168857,0
indiv2503,Chr13,0,17613001,0
indiv2503,Chr14,0,13294963,0
indiv2503,Chr15,11404402,6937360,0
indiv2503,Chr16,0,14273373,0
indiv2503,Chr17,16513729,289621,0
indiv2503,Chr18,2142869,13330943,0
indiv2503,Chr19,175685,14565517,0
indiv2503,Chr2,0,8358306,0
indiv2503,Chr20,0,12328710,0
indiv2503,Chr21,9235402,5997382,0
indiv2503,Chr22,478370,17961388,0
indiv2503,Chr23,0,21296359,0
indiv2503,Chr24,8598808,8590346,0
indiv2503,Chr25,14018331,0,0
indiv2503,Chr26,9828544,0,0
indiv2503,Chr27,172817,10706933,0
indiv2503,Chr28,10410896,133521,0
indiv2503,Chr3,15167108,0,0
indiv2503,Chr4,15219427,3434490,0
indiv2503,Chr5,12680978,6306259,0
indiv2503,Chr6,14291458,2169872,0
indiv2503,Chr7,1659618,12198291,0
indiv2503,Chr8,615493,15514869,0
indiv2503,Chr9,16316713,431902,0
indiv2504,Chr1,0,20284127,0
indiv2504,Chr10,0,17400020,0
indiv2504,Chr11,4632869,15730628,0
indiv2504,Chr12,8476658,8955871,0
indiv2504,Chr13,15683091,1816381,0
indiv2504,Chr14,10114476,3144164,0
indiv2504,Chr15,0,18343020,0
indiv2504,Chr16,0,14274141,0
indiv2504,Chr17,16513729,289621,0
indiv2504,Chr18,9308923,6182160,0
indiv2504,Chr19,11120337,3620242,0
indiv2504,Chr2,8300858,0,0
indiv2504,Chr20,378089,11911320,0
indiv2504,Chr21,2886193,12337214,0
indiv2504,Chr22,18440540,0,0
indiv2504,Chr23,21271162,0,0
indiv2504,Chr24,11878393,5281793,0
indiv2504,Chr25,5916041,8079049,0
indiv2504,Chr26,92048,11057524,0
indiv2504,Chr27,10706313,172817,0
indiv2504,Chr28,133521,10410896,0
indiv2504,Chr3,1861940,13278885,0
indiv2504,Chr4,220093,18433383,0
indiv2504,Chr5,4076340,14870775,0
indiv2504,Chr6,12667085,3645214,0
indiv2504,Chr7,0,12099651,0
indiv2504,Chr8,13009225,3099991,0
indiv2504,Chr9,0,16742382,0
indiv2505,Chr1,20284127,0,0
indiv2505,Chr10,17400020,0,0
indiv2505,Chr11,2150821,18241197,0
indiv2505,Chr12,14407245,3054046,0
indiv2505,Chr13,309399,17303835,0
indiv2505,Chr14,0,13297105,0
indiv2505,Chr15,16224977,2115364,0
indiv2505,Chr16,0,14274141,0
indiv2505,Chr17,16513729,290086,0
indiv2505,Chr18,15529621,0,0
indiv2505,Chr19,14741089,0,0
indiv2505,Chr2,8342561,0,0
indiv2505,Chr20,12328736,0,0
indiv2505,Chr21,15236877,473,0
indiv2505,Chr22,479152,17961682,0
indiv2505,Chr23,20957266,338738,0
indiv2505,Chr24,17253461,0,0
indiv2505,Chr25,10514033,3490737,0
indiv2505,Chr26,3365899,8047571,0
indiv2505,Chr27,4387321,6492190,0
indiv2505,Chr28,7983298,2326386,0
indiv2505,Chr3,15167108,0,0
indiv2505,Chr4,18653580,0,0
indiv2505,Chr5,18996681,0,0
indiv2505,Chr6,492802,16024100,0
indiv2505,Chr7,8729331,5106699,0
indiv2505,Chr8,16130156,0,0
indiv2505,Chr9,3345710,13402905,0
indiv2506,Chr1,20284127,0,0
indiv2506,Chr10,7040966,10359054,0
indiv2506,Chr11,289032,20103575,0
indiv2506,Chr12,17167913,305475,0
indiv2506,Chr13,17613001,0,0
indiv2506,Chr14,3937823,9342073,0
indiv2506,Chr15,18343020,0,0
indiv2506,Chr16,3346837,10925757,0
indiv2506,Chr17,289621,16513729,0
indiv2506,Chr18,0,15529774,0
indiv2506,Chr19,14565517,175572,0
indiv2506,Chr2,46478,8315190,0
indiv2506,Chr20,3946446,8366970,0
indiv2506,Chr21,0,15235740,0
indiv2506,Chr22,6306769,12132989,0
indiv2506,Chr23,7634890,13661721,0
indiv2506,Chr24,17253891,0,0
indiv2506,Chr25,1531957,12486374,0
indiv2506,Chr26,0,11436962,0
indiv2506,Chr27,0,10879750,0
indiv2506,Chr28,10410896,133710,0
indiv2506,Chr3,15167108,0,0
indiv2506,Chr4,3654687,14982918,0
indiv2506,Chr5,0,18996651,0
indiv2506,Chr6,15508364,1007786,0
indiv2506,Chr7,3204331,10625787,0
indiv2506,Chr8,15514814,615493,0
indiv2506,Chr9,16410888,0,0
indiv2508,Chr1,20284127,0,0
indiv2508,Chr10,1501935,15898085,0
indiv2508,Chr11,20103575,288443,0
indiv2508,Chr12,305658,17167913,0
indiv2508,Chr13,6500514,11093536,0
indiv2508,Chr14,0,13295668,0
indiv2508,Chr15,0,18343020,0
indiv2508,Chr16,1344803,12896853,0
indiv2508,Chr17,289621,16240377,0
indiv2508,Chr18,8965173,6561227,0
indiv2508,Chr19,14565517,175572,0
indiv2508,Chr2,43776,8315190,0
indiv2508,Chr20,11950647,378089,0
indiv2508,Chr21,7104668,8130982,0
indiv2508,Chr22,0,18439758,0
indiv2508,Chr23,0,21296004,0
indiv2508,Chr24,12898818,4207553,0
indiv2508,Chr25,2168711,11820488,0
indiv2508,Chr26,11344520,92005,0
indiv2508,Chr27,1777337,8999967,0
indiv2508,Chr28,10410896,133521,0
indiv2508,Chr3,15167670,0,0
indiv2508,Chr4,18653580,0,0
indiv2508,Chr5,841172,18155548,0
indiv2508,Chr6,3356476,13159674,0
indiv2508,Chr7,0,13870609,0
indiv2508,Chr8,0,16130211,0
indiv2508,Chr9,15646893,1095489,0
indiv2511,Chr1,10388975,10175358,0
indiv2511,Chr10,11324853,6075407,0
indiv2511,Chr11,289032,20103575,0
indiv2511,Chr12,2740168,14529284,0
indiv2511,Chr13,4330145,13283089,0
indiv2511,Chr14,0,13294963,0
indiv2511,Chr15,0,18344079,0
indiv2511,Chr16,14148636,123958,0
indiv2511,Chr17,16803350,0,0
indiv2511,Chr18,15529730,0,0
indiv2511,Chr19,14741089,0,0
indiv2511,Chr2,8358306,0,0
indiv2511,Chr20,11829934,0,0
indiv2511,Chr21,0,15010978,0
indiv2511,Chr22,12340113,6100427,0
indiv2511,Chr23,338990,20957621,0
indiv2511,Chr24,8516330,8563323,0
indiv2511,Chr25,13873000,145331,0
indiv2511,Chr26,11436525,0,0
indiv2511,Chr27,172817,10706694,0
indiv2511,Chr28,3147901,7381696,0
indiv2511,Chr3,2571439,12575572,0
indiv2511,Chr4,3654687,14998893,0
indiv2511,Chr5,18156890,839791,0
indiv2511,Chr6,492802,16024163,0
indiv2511,Chr7,0,13870638,0
indiv2511,Chr8,15151741,615342,0
indiv2511,Chr9,5371626,10917779,0
indiv2512,Chr1,19533541,722443,0
indiv2512,Chr10,0,17400260,0
indiv2512,Chr11,0,20392607,0
indiv2512,Chr12,4447939,13025449,0
indiv2512,Chr13,17613001,0,0
indiv2512,Chr14,2683964,10613141,0
indiv2512,Chr15,10070321,8259057,0
indiv2512,Chr16,14272594,0,0
indiv2512,Chr17,16803350,0,0
indiv2512,Chr18,11050441,4479333,0
indiv2512,Chr19,14741089,0,0
indiv2512,Chr2,46478,8315190,0
indiv2512,Chr20,7732915,4573284,0
indiv2512,Chr21,15235267,473,0
indiv2512,Chr22,479152,17961388,0
indiv2512,Chr23,20957266,338990,0
indiv2512,Chr24,1971238,15266737,0
indiv2512,Chr25,14018372,0,0
indiv2512,Chr26,6842814,4398770,0
indiv2512,Chr27,3708985,7158870,0
indiv2512,Chr28,6398812,3963951,0
indiv2512,Chr3,8848653,6303076,0
indiv2512,Chr4,0,18653580,0
indiv2512,Chr5,12850029,6146622,0
indiv2512,Chr6,6049479,10467423,0
indiv2512,Chr7,13869396,0,0
indiv2512,Chr8,16130307,0,0
indiv2512,Chr9,7394881,9187418,0
indiv2513,Chr1,5984498,0,14579835
indiv2513,Chr10,1178892,16209206,0
indiv2513,Chr11,19777152,1148,0
indiv2513,Chr12,17473388,0,0
